Number of clusters,Accuracy,Load,Execution
1,100.0,0.4209203958511353,0.12126443386077881
2,82.21628228093745,0.19581079483032227,3.053606152534485
4,56.068302068302074,0.09897202915615505,5.2409975793626575
8,48.143290043290044,0.1258073091506958,2.281694269180298
